4-gram, count
let me have hermia, 1
me have hermia s, 1
have hermia s do, 1
hermia s do you, 1
s do you marry, 1
do you marry him, 1
scornful lysander true he, 1
lysander true he hath, 1
true he hath my, 1
he hath my love, 1
and what is mine, 1
what is mine my, 1
is mine my love, 1
mine my love shall, 1
my love shall render, 1
love shall render him, 1
and she is mine, 1
she is mine and, 1
is mine and all, 1
mine and all my, 1
and all my right, 1
all my right of, 1
my right of her, 1
i do estate unto, 1
do estate unto demetrius, 1
i am my lord, 1
am my lord as, 1
my lord as well, 1
lord as well derived, 1
as well derived as, 1
well derived as he, 1
as well possess d, 1
well possess d my, 1
possess d my love, 1
d my love is, 1
my love is more, 1
love is more than, 1
is more than his, 1
my fortunes every way, 1
fortunes every way as, 1
every way as fairly, 1
way as fairly rank, 1
as fairly rank d, 1
if not with vantage, 1
not with vantage as, 1
with vantage as demetrius, 1
and which is more, 1
which is more than, 1
is more than all, 1
more than all these, 1
than all these boasts, 1
all these boasts can, 1
these boasts can be, 1
i am beloved of, 1
am beloved of beauteous, 1
beloved of beauteous hermia, 1
why should not i, 1
should not i then, 1
not i then prosecute, 1
i then prosecute my, 1
then prosecute my right, 1
demetrius i ll avouch, 1
i ll avouch it, 1
ll avouch it to, 1
avouch it to his, 1
it to his head, 1
made love to nedar, 1
love to nedar s, 1
to nedar s daughter, 1
nedar s daughter helena, 1
and won her soul, 1
won her soul and, 1
her soul and she, 1
soul and she sweet, 1
and she sweet lady, 1
she sweet lady dotes, 1
devoutly dotes dotes in, 1
dotes dotes in idolatry, 1
upon this spotted and, 1
this spotted and inconstant, 1
spotted and inconstant man, 1
i must confess that, 1
must confess that i, 1
confess that i have, 1
that i have heard, 1
i have heard so, 1
have heard so much, 1
and with demetrius thought, 1
with demetrius thought to, 1
demetrius thought to have, 1
thought to have spoke, 1
to have spoke thereof, 1
but being over full, 1
being over full of, 1
over full of self, 1
full of self affairs, 1
my mind did lose, 1
mind did lose it, 1
did lose it but, 1
lose it but demetrius, 1
it but demetrius come, 1
and come egeus you, 1
come egeus you shall, 1
egeus you shall go, 1
you shall go with, 1
shall go with me, 1
i have some private, 1
have some private schooling, 1
some private schooling for, 1
private schooling for you, 1
schooling for you both, 1
for you fair hermia, 1
you fair hermia look, 1
fair hermia look you, 1
hermia look you arm, 1
look you arm yourself, 1
to fit your fancies, 1
fit your fancies to, 1
your fancies to your, 1
fancies to your father, 1
or else the law, 1
else the law of, 1
the law of athens, 1
law of athens yields, 1
of athens yields you, 1
athens yields you up, 1
which by no means, 1
by no means we, 1
no means we may, 1
means we may extenuate, 1
to death or to, 1
death or to a, 1
or to a vow, 1
to a vow of, 1
a vow of single, 1
vow of single life, 1
come my hippolyta what, 1
my hippolyta what cheer, 1
hippolyta what cheer my, 1
what cheer my love, 1
demetrius and egeus go, 1
and egeus go along, 1
i must employ you, 1
must employ you in, 1
employ you in some, 1
you in some business, 1
against our nuptial and, 1
our nuptial and confer, 1
nuptial and confer with, 1
and confer with you, 1
of something nearly that, 1
something nearly that concerns, 1
nearly that concerns yourselves, 1
with duty and desire, 1
duty and desire we, 1
and desire we follow, 1
desire we follow you, 1
exeunt all but lysander, 1
all but lysander and, 1
but lysander and hermia, 1
how now my love, 1
now my love why, 1
my love why is, 1
love why is your, 1
why is your cheek, 1
is your cheek so, 1
your cheek so pale, 1
how chance the roses, 1
chance the roses there, 1
the roses there do, 1
roses there do fade, 1
there do fade so, 1
do fade so fast, 1
belike for want of, 1
for want of rain, 1
want of rain which, 1
of rain which i, 1
rain which i could, 1
which i could well, 1
beteem them from the, 1
them from the tempest, 1
from the tempest of, 1
the tempest of my, 1
tempest of my eyes, 1
ay me for aught, 1
me for aught that, 1
aught that i could, 1
that i could ever, 1
i could ever read, 1
could ever hear by, 1
ever hear by tale, 1
hear by tale or, 1
by tale or history, 1
the course of true, 1
course of true love, 1
of true love never, 1
true love never did, 1
love never did run, 1
never did run smooth, 1
but either it was, 1
either it was different, 1
it was different in, 1
was different in blood, 1
o cross too high, 1
cross too high to, 1
too high to be, 1
high to be enthrall, 1
to be enthrall d, 1
be enthrall d to, 1
enthrall d to low, 1
or else misgraffed in, 1
else misgraffed in respect, 1
misgraffed in respect of, 1
in respect of years, 1
o spite too old, 1
spite too old to, 1
too old to be, 1
old to be engaged, 1
to be engaged to, 1
be engaged to young, 1
or else it stood, 1
else it stood upon, 1
it stood upon the, 1
stood upon the choice, 1
upon the choice of, 1
the choice of friends, 1
o hell to choose, 1
hell to choose love, 1
to choose love by, 1
choose love by another, 1
love by another s, 1
by another s eyes, 1
or if there were, 1
if there were a, 1
there were a sympathy, 1
were a sympathy in, 1
a sympathy in choice, 1
war death or sickness, 1
death or sickness did, 1
or sickness did lay, 1
sickness did lay siege, 1
did lay siege to, 1
lay siege to it, 1
making it momentany as, 1
it momentany as a, 1
momentany as a sound, 1
swift as a shadow, 1
as a shadow short, 1
a shadow short as, 1
shadow short as any, 1
short as any dream, 1
brief as the lightning, 1
as the lightning in, 1
the lightning in the, 1
lightning in the collied, 1
in the collied night, 1
that in a spleen, 1
in a spleen unfolds, 1
a spleen unfolds both, 1
spleen unfolds both heaven, 1
unfolds both heaven and, 1
both heaven and earth, 1
and ere a man, 1
ere a man hath, 1
a man hath power, 1
man hath power to, 1
hath power to say, 1
power to say behold, 1
the jaws of darkness, 1
jaws of darkness do, 1
of darkness do devour, 1
darkness do devour it, 1
do devour it up, 1
so quick bright things, 1
quick bright things come, 1
bright things come to, 1
things come to confusion, 1
if then true lovers, 1
then true lovers have, 1
true lovers have been, 1
lovers have been ever, 1
have been ever cross, 1
been ever cross d, 1
it stands as an, 1
stands as an edict, 1
as an edict in, 1
an edict in destiny, 1
then let us teach, 1
let us teach our, 1
us teach our trial, 1
teach our trial patience, 1
because it is a, 1
it is a customary, 1
is a customary cross, 1
as due to love, 1
due to love as, 1
to love as thoughts, 1
love as thoughts and, 1
as thoughts and dreams, 1
thoughts and dreams and, 1
and dreams and sighs, 1
wishes and tears poor, 1
and tears poor fancy, 1
tears poor fancy s, 1
poor fancy s followers, 1
a good persuasion therefore, 1
good persuasion therefore hear, 1
persuasion therefore hear me, 1
therefore hear me hermia, 1
i have a widow, 1
have a widow aunt, 1
a widow aunt a, 1
widow aunt a dowager, 1
of great revenue and, 1
great revenue and she, 1
revenue and she hath, 1
and she hath no, 1
she hath no child, 1
from athens is her, 1
athens is her house, 1
is her house remote, 1
her house remote seven, 1
house remote seven leagues, 1
and she respects me, 1
she respects me as, 1
respects me as her, 1
me as her only, 1
as her only son, 1
there gentle hermia may, 1
gentle hermia may i, 1
hermia may i marry, 1
may i marry thee, 1
and to that place, 1
to that place the, 1
that place the sharp, 1
place the sharp athenian, 1
the sharp athenian law, 1
cannot pursue us if, 1
pursue us if thou, 1
us if thou lovest, 1
if thou lovest me, 1
thou lovest me then, 1
steal forth thy father, 1
forth thy father s, 1
thy father s house, 1
father s house to, 1
s house to morrow, 1
house to morrow night, 1
in the wood a, 1
the wood a league, 1
wood a league without, 1
a league without the, 1
league without the town, 1
where i did meet, 1
i did meet thee, 1
did meet thee once, 1
meet thee once with, 1
thee once with helena, 1
to do observance to, 1
do observance to a, 1
observance to a morn, 1
to a morn of, 1
a morn of may, 1
there will i stay, 1
will i stay for, 1
i stay for thee, 1
i swear to thee, 1
swear to thee by, 1
to thee by cupid, 1
thee by cupid s, 1
by cupid s strongest, 1
cupid s strongest bow, 1
by his best arrow, 1
his best arrow with, 1
best arrow with the, 1
arrow with the golden, 1
with the golden head, 1
by the simplicity of, 1
the simplicity of venus, 1
simplicity of venus doves, 1
by that which knitteth, 1
that which knitteth souls, 1
which knitteth souls and, 1
knitteth souls and prospers, 1
souls and prospers loves, 1
and by that fire, 1
by that fire which, 1
that fire which burn, 1
fire which burn d, 1
which burn d the, 1
burn d the carthage, 1
d the carthage queen, 1
when the false troyan, 1
the false troyan under, 1
false troyan under sail, 1
troyan under sail was, 1
under sail was seen, 1
by all the vows, 1
all the vows that, 1
the vows that ever, 1
vows that ever men, 1
that ever men have, 1
ever men have broke, 1
in number more than, 1
number more than ever, 1
more than ever women, 1
than ever women spoke, 1
in that same place, 1
that same place thou, 1
same place thou hast, 1
place thou hast appointed, 1
thou hast appointed me, 1
to morrow truly will, 1
morrow truly will i, 1
truly will i meet, 1
will i meet with, 1
i meet with thee, 1
keep promise love look, 1
promise love look here, 1
love look here comes, 1
look here comes helena, 1
god speed fair helena, 1
speed fair helena whither, 1
fair helena whither away, 1
call you me fair, 1
you me fair that, 1
me fair that fair, 1
fair that fair again, 1
that fair again unsay, 1
demetrius loves your fair, 1
loves your fair o, 1
your fair o happy, 1
fair o happy fair, 1
your eyes are lode, 1
eyes are lode stars, 1
are lode stars and, 1
lode stars and your, 1
stars and your tongue, 1
and your tongue s, 1
tongue s sweet air, 1
more tuneable than lark, 1
tuneable than lark to, 1
than lark to shepherd, 1
lark to shepherd s, 1
to shepherd s ear, 1
when wheat is green, 1
wheat is green when, 1
is green when hawthorn, 1
green when hawthorn buds, 1
when hawthorn buds appear, 1
sickness is catching o, 1
is catching o were, 1
catching o were favour, 1
o were favour so, 1
yours would i catch, 1
would i catch fair, 1
i catch fair hermia, 1
catch fair hermia ere, 1
fair hermia ere i, 1
hermia ere i go, 1
my ear should catch, 1
ear should catch your, 1
should catch your voice, 1
catch your voice my, 1
your voice my eye, 1
voice my eye your, 1
my eye your eye, 1
my tongue should catch, 1
tongue should catch your, 1
should catch your tongue, 1
catch your tongue s, 1
tongue s sweet melody, 1
were the world mine, 1
the world mine demetrius, 1
world mine demetrius being, 1
mine demetrius being bated, 1
the rest i d, 1
rest i d give, 1
i d give to, 1
d give to be, 1
give to be to, 1
to be to you, 1
be to you translated, 1
o teach me how, 1
teach me how you, 1
me how you look, 1
how you look and, 1
you look and with, 1
look and with what, 1
and with what art, 1
you sway the motion, 1
sway the motion of, 1
the motion of demetrius, 1
motion of demetrius heart, 1
i frown upon him, 1
frown upon him yet, 1
upon him yet he, 1
him yet he loves, 1
yet he loves me, 1
he loves me still, 1
o that your frowns, 1
that your frowns would, 1
your frowns would teach, 1
frowns would teach my, 1
would teach my smiles, 1
teach my smiles such, 1
my smiles such skill, 1
i give him curses, 1
give him curses yet, 1
him curses yet he, 1
curses yet he gives, 1
yet he gives me, 1
he gives me love, 1
o that my prayers, 1
that my prayers could, 1
my prayers could such, 1
prayers could such affection, 1
could such affection move, 1
the more i hate, 1
more i hate the, 1
i hate the more, 1
hate the more he, 1
the more he follows, 1
more he follows me, 1
the more i love, 1
more i love the, 1
i love the more, 1
love the more he, 1
the more he hateth, 1
more he hateth me, 1
his folly helena is, 1
folly helena is no, 1
helena is no fault, 1
is no fault of, 1
no fault of mine, 1
none but your beauty, 1
but your beauty would, 1
your beauty would that, 1
beauty would that fault, 1
would that fault were, 1
that fault were mine, 1
take comfort he no, 1
comfort he no more, 1
he no more shall, 1
no more shall see, 1
more shall see my, 1
shall see my face, 1
lysander and myself will, 1
and myself will fly, 1
myself will fly this, 1
will fly this place, 1
before the time i, 1
the time i did, 1
time i did lysander, 1
i did lysander see, 1
seem d athens as, 1
d athens as a, 1
athens as a paradise, 1
as a paradise to, 1
a paradise to me, 1
o then what graces, 1
then what graces in, 1
what graces in my, 1
graces in my love, 1
in my love do, 1
my love do dwell, 1
that he hath turn, 1
he hath turn d, 1
hath turn d a, 1
turn d a heaven, 1
d a heaven unto, 1
a heaven unto a, 1
heaven unto a hell, 1
helen to you our, 1
to you our minds, 1
you our minds we, 1
our minds we will, 1
minds we will unfold, 1
to morrow night when, 1
morrow night when phoebe, 1
night when phoebe doth, 1
when phoebe doth behold, 1
her silver visage in, 1
silver visage in the, 1
visage in the watery, 1
in the watery glass, 1
decking with liquid pearl, 1
with liquid pearl the, 1
liquid pearl the bladed, 1
pearl the bladed grass, 1
a time that lovers, 1
time that lovers flights, 1
that lovers flights doth, 1
lovers flights doth still, 1
flights doth still conceal, 1
through athens gates have, 1
athens gates have we, 1
gates have we devised, 1
have we devised to, 1
we devised to steal, 1
in the wood where, 1
the wood where often, 1
wood where often you, 1
where often you and, 1
often you and i, 1
upon faint primrose beds, 1
faint primrose beds were, 1
primrose beds were wont, 1
beds were wont to, 1
were wont to lie, 1
emptying our bosoms of, 1
our bosoms of their, 1
bosoms of their counsel, 1
of their counsel sweet, 1
there my lysander and, 1
my lysander and myself, 1
lysander and myself shall, 1
and myself shall meet, 1
and thence from athens, 1
thence from athens turn, 1
from athens turn away, 1
athens turn away our, 1
turn away our eyes, 1
to seek new friends, 1
seek new friends and, 1
new friends and stranger, 1
friends and stranger companies, 1
farewell sweet playfellow pray, 1
sweet playfellow pray thou, 1
playfellow pray thou for, 1
pray thou for us, 1
and good luck grant, 1
good luck grant thee, 1
luck grant thee thy, 1
grant thee thy demetrius, 1
keep word lysander we, 1
word lysander we must, 1
lysander we must starve, 1
we must starve our, 1
must starve our sight, 1
from lovers food till, 1
lovers food till morrow, 1
food till morrow deep, 1
till morrow deep midnight, 1
i will my hermia, 1
as you on him, 1
you on him demetrius, 1
on him demetrius dote, 1
him demetrius dote on, 1
demetrius dote on you, 1
how happy some o, 1
happy some o er, 1
some o er other, 1
o er other some, 1
er other some can, 1
other some can be, 1
through athens i am, 1
athens i am thought, 1
i am thought as, 1
am thought as fair, 1
thought as fair as, 1
as fair as she, 1
but what of that, 1
what of that demetrius, 1
of that demetrius thinks, 1
that demetrius thinks not, 1
demetrius thinks not so, 1
he will not know, 1
will not know what, 1
not know what all, 1
know what all but, 1
what all but he, 1
all but he do, 1
but he do know, 1
and as he errs, 1
as he errs doting, 1
he errs doting on, 1
errs doting on hermia, 1
doting on hermia s, 1
on hermia s eyes, 1
so i admiring of, 1
i admiring of his, 1
admiring of his qualities, 1
things base and vile, 1
base and vile folding, 1
and vile folding no, 1
vile folding no quantity, 1
love can transpose to, 1
can transpose to form, 1
transpose to form and, 1
to form and dignity, 1
love looks not with, 1
looks not with the, 1
not with the eyes, 1
with the eyes but, 1
the eyes but with, 1
eyes but with the, 1
but with the mind, 1
and therefore is wing, 1
therefore is wing d, 1
is wing d cupid, 1
wing d cupid painted, 1
d cupid painted blind, 1
nor hath love s, 1
hath love s mind, 1
love s mind of, 1
s mind of any, 1
mind of any judgement, 1
of any judgement taste, 1
wings and no eyes, 1
and no eyes figure, 1
no eyes figure unheedy, 1
eyes figure unheedy haste, 1
and therefore is love, 1
therefore is love said, 1
is love said to, 1
love said to be, 1
said to be a, 1
to be a child, 1
because in choice he, 1
in choice he is, 1
choice he is so, 1
he is so oft, 1
is so oft beguiled, 1
as waggish boys in, 1
waggish boys in game, 1
boys in game themselves, 1
in game themselves forswear, 1
so the boy love, 1
the boy love is, 1
boy love is perjured, 1
love is perjured every, 1
is perjured every where, 1
for ere demetrius look, 1
ere demetrius look d, 1
demetrius look d on, 1
look d on hermia, 1
d on hermia s, 1
on hermia s eyne, 1
he hail d down, 1
hail d down oaths, 1
d down oaths that, 1
down oaths that he, 1
oaths that he was, 1
that he was only, 1
he was only mine, 1
and when this hail, 1
when this hail some, 1
this hail some heat, 1
hail some heat from, 1
some heat from hermia, 1
heat from hermia felt, 1
so he dissolved and, 1
he dissolved and showers, 1
dissolved and showers of, 1
and showers of oaths, 1
showers of oaths did, 1
of oaths did melt, 1
i will go tell, 1
will go tell him, 1
go tell him of, 1
tell him of fair, 1
him of fair hermia, 1
of fair hermia s, 1
fair hermia s flight, 1
then to the wood, 1
to the wood will, 1
the wood will he, 1
wood will he to, 1
will he to morrow, 1
he to morrow night, 1
pursue her and for, 1
her and for this, 1
and for this intelligence, 1
if i have thanks, 1
i have thanks it, 1
have thanks it is, 1
thanks it is a, 1
it is a dear, 1
is a dear expense, 1
but herein mean i, 1
herein mean i to, 1
mean i to enrich, 1
i to enrich my, 1
to enrich my pain, 1
to have his sight, 1
have his sight thither, 1
his sight thither and, 1
sight thither and back, 1
thither and back again, 1
is all our company, 1
all our company here, 1
you were best to, 1
were best to call, 1
best to call them, 1
to call them generally, 1
call them generally man, 1
them generally man by, 1
generally man by man, 1
according to the scrip, 1
here is the scroll, 1
is the scroll of, 1
the scroll of every, 1
scroll of every man, 1
of every man s, 1
every man s name, 1
man s name which, 1
s name which is, 1
thought fit through all, 1
fit through all athens, 1
through all athens to, 1
all athens to play, 1
athens to play in, 1
to play in our, 1
interlude before the duke, 1
before the duke and, 1
the duke and the, 1
duke and the duchess, 1
and the duchess on, 1
the duchess on his, 1
wedding day at night, 1
first good peter quince, 1
good peter quince say, 1
peter quince say what, 1
quince say what the, 1
say what the play, 1
what the play treats, 1
on then read the, 1
then read the names, 1
read the names of, 1
the names of the, 1
names of the actors, 1
of the actors and, 1
the actors and so, 1
actors and so grow, 1
marry our play is, 1
our play is the, 1
play is the most, 1
is the most lamentable, 1
the most lamentable comedy, 1
most lamentable comedy and, 1
most cruel death of, 1
cruel death of pyramus, 1
death of pyramus and, 1
of pyramus and thisby, 1
a very good piece, 1
very good piece of, 1
good piece of work, 1
piece of work i, 1
of work i assure, 1
work i assure you, 1
i assure you and, 1
assure you and a, 1
merry now good peter, 1
now good peter quince, 1
good peter quince call, 1
peter quince call forth, 1
quince call forth your, 1
actors by the scroll, 1
by the scroll masters, 1
the scroll masters spread, 1
